entity_id,name,area,device,platform,domain,disabled,hidden
select.olaf_s_main_light_switch_backlight_mode,Olaf's main light switch Backlight mode,Olaf's room,Olaf's main light switch,zha,select,False,False
select.olaf_s_main_light_switch_power_on_state,Olaf's main light switch Power on state,Olaf's room,Olaf's main light switch,zha,select,False,False
select.op_mode_47137,op. mode (47137),Storage Room,BA-SVM 10-200/12 E,myuplink,select,False,False
select.piekarnik_lamp,Lamp,Kitchen,Piekarnik,smartthings,select,False,False
select.pool_filter_start_up_behaviour,Power-on behaviour,Garden back,Pool filter,zha,select,False,False
select.porch_led_1_corner_start_up_behaviour,Power-on behaviour,Garden back,Porch Led 1 corner,zha,select,False,False
select.porch_led_2_hs_start_up_behavior,Porch led 2 hs Start-up behavior,Garden back,Porch led 2 hs,zha,select,False,False
select.porch_led_3_swing_start_up_behaviour,Power-on behaviour,Garden back,Porch led 3 swing,zha,select,False,False
select.porch_led_4_atrium_start_up_behavior,Porch led 4 atrium Start-up behavior,Garden back,Porch led 4 atrium,zha,select,False,False
select.porch_led_5_hottub_start_up_behavior,Porch Led 5 hottub Start-up behavior,Garden back,Porch Led 5 hottub,zha,select,False,False
select.pralka,,Storage Room,Pralka,smartthings,select,False,False
select.pralka_spin_level,Spin level,Storage Room,Pralka,smartthings,select,False,False
select.pralka_water_temperature,Water temperature,Storage Room,Pralka,smartthings,select,False,False
select.projector_socket_switch_type_button,Switch type button,,Projector socket,mqtt,select,False,False
select.set_max_electrical_add_47212,set max electrical add. (47212),Storage Room,BA-SVM 10-200/12 E,myuplink,select,False,False
select.slave_hall_switch_bedrooms_backlight_mode,Slave hall switch bedrooms Backlight mode,Hall,Slave hall switch bedrooms,zha,select,False,False
select.slave_hall_switch_bedrooms_power_on_state,Slave hall switch bedrooms Power on state,Hall,Slave hall switch bedrooms,zha,select,False,False
select.suszarka,,Storage Room,Suszarka,smartthings,select,False,False
select.top_led_controller_start_up_behavior_4,Power-on behaviour,Living Room,Top led controller,zha,select,False,False
select.tz3000_cauq1okq_ts0002_backlight_mode,Backlight mode,Hall,Hall stairs switch slave,zha,select,False,False
select.tz3000_cauq1okq_ts0002_backlight_mode_2,Backlight mode,Hall,Hall entrance rooms switches slave,zha,select,False,False
select.tz3000_cauq1okq_ts0002_backlight_mode_3,Backlight mode,Hall,Hall Storage switches slave,zha,select,False,False
select.tz3000_cauq1okq_ts0002_power_on_state,Power on state,Hall,Hall stairs switch slave,zha,select,False,False
select.tz3000_cauq1okq_ts0002_power_on_state_2,Power on state,Hall,Hall entrance rooms switches slave,zha,select,False,False
select.tz3000_cauq1okq_ts0002_power_on_state_3,Power on state,Hall,Hall Storage switches slave,zha,select,False,False
select.tz3000_fihacou0_ts0001_backlight_mode,Backlight mode,Storage Room,Storage Main light switch,zha,select,False,False
select.tz3000_fihacou0_ts0001_power_on_state,Power on state,Storage Room,Storage Main light switch,zha,select,False,False
select.tz3000_j0ktmul1_ts011f_backlight_mode,Backlight mode,Garden back,Sprinklers,zha,select,False,False
select.tz3000_j0ktmul1_ts011f_power_on_state,Power on state,Garden back,Sprinklers,zha,select,False,False
select.tz3000_kflqsrse_ts0003_backlight_mode_2,Backlight mode,Mezzanine,Mezzanine Main light switch,zha,select,False,False
select.tz3000_kflqsrse_ts0003_backlight_mode_3,Backlight mode,Mezzanine,Mezzanine Main light switch,zha,select,False,False
select.tz3000_kflqsrse_ts0003_backlight_mode_4,Backlight mode,Mezzanine,Mezzanine Main light switch,zha,select,False,False
select.tz3000_kflqsrse_ts0003_power_on_state_2,Power on state,Mezzanine,Mezzanine Main light switch,zha,select,False,False
select.tz3000_kflqsrse_ts0003_power_on_state_3,Power on state,Mezzanine,Mezzanine Main light switch,zha,select,False,False
select.tz3000_kflqsrse_ts0003_power_on_state_4,Power on state,Mezzanine,Mezzanine Main light switch,zha,select,False,False
select.tz3000_ptjcjise_ts0002_backlight_mode_2,Backlight mode,Zoe's Room,Zoe’s outside light switch,zha,select,False,False
select.tz3000_ptjcjise_ts0002_power_on_state_2,Power on state,Zoe's Room,Zoe’s outside light switch,zha,select,False,False
select.tz3000_rxlv8md7_ts0001_backlight_mode,Backlight mode,Garden back,Lamp switch,zha,select,False,False
select.tz3000_rxlv8md7_ts0001_power_on_state,Power on state,Garden back,Lamp switch,zha,select,False,False
select.vision_m_1_auto_schedule_boost,Auto schedule: Boost,Garden back,Vision M 1,landroid_cloud,select,True,False
select.vision_m_1_auto_schedule_grass_type,Auto schedule: Grass type,Garden back,Vision M 1,landroid_cloud,select,True,False
select.vision_m_1_auto_schedule_soil_type,Auto schedule: Soil type,Garden back,Vision M 1,landroid_cloud,select,True,False
select.vision_m_1_zone,Zone,Garden back,Vision M 1,landroid_cloud,select,True,False
select.vision_m_auto_schedule_boost,Auto schedule: Boost,Garden back,Vision Tyl,landroid_cloud,select,True,False
select.vision_m_auto_schedule_grass_type,Auto schedule: Grass type,Garden back,Vision Tyl,landroid_cloud,select,True,False
select.vision_m_auto_schedule_soil_type,Auto schedule: Soil type,Garden back,Vision Tyl,landroid_cloud,select,True,False
select.vision_m_zone,Zone,Garden back,Vision Tyl,landroid_cloud,select,True,False
select.zha_entrance_lights_backlight_mode,Zha Entrance lights Backlight mode,Entrance,Zha Entrance lights,zha,select,False,False
select.zha_entrance_lights_backlight_mode_2,Zha Entrance lights Backlight mode,Entrance,Zha Entrance lights,zha,select,False,False
select.zha_entrance_lights_backlight_mode_3,Zha Entrance lights Backlight mode,Entrance,Zha Entrance lights,zha,select,False,False
select.zha_entrance_lights_power_on_state,Zha Entrance lights Power on state,Entrance,Zha Entrance lights,zha,select,False,False
select.zha_entrance_lights_power_on_state_2,Zha Entrance lights Power on state,Entrance,Zha Entrance lights,zha,select,False,False
select.zha_entrance_lights_power_on_state_3,Zha Entrance lights Power on state,Entrance,Zha Entrance lights,zha,select,False,False
select.zha_s_entrance_lights_backlight_mode_4,Zha (S) Entrance lights Backlight mode,Entrance,Zha (S) Entrance lights,zha,select,False,False
select.zha_s_entrance_lights_backlight_mode_5,Zha (S) Entrance lights Backlight mode,Entrance,Zha (S) Entrance lights,zha,select,False,False
select.zha_s_entrance_lights_backlight_mode_6,Zha (S) Entrance lights Backlight mode,Entrance,Zha (S) Entrance lights,zha,select,False,False
select.zha_s_entrance_lights_power_on_state_4,Zha (S) Entrance lights Power on state,Entrance,Zha (S) Entrance lights,zha,select,False,False
select.zha_s_entrance_lights_power_on_state_5,Zha (S) Entrance lights Power on state,Entrance,Zha (S) Entrance lights,zha,select,False,False
select.zha_s_entrance_lights_power_on_state_6,Zha (S) Entrance lights Power on state,Entrance,Zha (S) Entrance lights,zha,select,False,False
select.zigbee2mqtt_bridge_log_level,Log level,,Zigbee2MQTT Bridge,mqtt,select,False,False
select.zoe_s_led_controller_start_up_behavior_2,Power-on behaviour,Zoe's Room,Zoe’s Led controller,zha,select,False,False
select.zoe_s_main_light_switch_backlight_mode,Zoe's main light switch Backlight mode,Zoe's Room,Zoe's main light switch,zha,select,False,False
select.zoe_s_main_light_switch_power_on_state,Zoe's main light switch Power on state,Zoe's Room,Zoe's main light switch,zha,select,False,False
sensor.0x0c2a6ffffe8f123b_battery,Battery,,Bathroom secondary switch,mqtt,sensor,False,False
sensor.0x0c2a6ffffe8f123b_linkquality,Linkquality,,Bathroom secondary switch,mqtt,sensor,True,False
sensor.0x5c0272fffe06eaf0_linkquality,Linkquality,,Atrium switch ZMQT,mqtt,sensor,True,False
sensor.0x5c0272fffe06eaf4_linkquality,Linkquality,,Bedroom main switch,mqtt,sensor,True,False
sensor.0xa4c13801067fe42c_current,Current,,Projector socket,mqtt,sensor,False,False
sensor.0xa4c13801067fe42c_energy,Energy,,Projector socket,mqtt,sensor,False,False
sensor.0xa4c13801067fe42c_linkquality,Linkquality,,Projector socket,mqtt,sensor,True,False
sensor.0xa4c13801067fe42c_power,Power,,Projector socket,mqtt,sensor,False,False
sensor.0xa4c13801067fe42c_voltage,Voltage,,Projector socket,mqtt,sensor,False,False
sensor.0xa4c13824536ce4eb_linkquality,Linkquality,,Bedroom atrium switch,mqtt,sensor,True,False
sensor.0xa4c138307eb25674_battery,Battery,,0xa4c138307eb25674,mqtt,sensor,False,False
sensor.0xa4c13832197c0e10_linkquality,Linkquality,,Kids Bathroom switch ZMQT,mqtt,sensor,True,False
sensor.0xa4c138d135dedc39_battery,Battery,Living Room,Living room presence detector,mqtt,sensor,False,False
sensor.0xa4c138d135dedc39_linkquality,Linkquality,Living Room,Living room presence detector,mqtt,sensor,True,False
sensor.0xa4c138d20e6456d4_linkquality,Linkquality,,Bathroom main switch,mqtt,sensor,True,False
sensor.0xa4c138da9dd2e3f6_battery,Battery,,Bathroom presence detector,mqtt,sensor,False,False
sensor.0xa4c138da9dd2e3f6_linkquality,Linkquality,,Bathroom presence detector,mqtt,sensor,True,False
sensor.0xa81710b9b1d10000_linkquality,Linkquality,,Porch led tub,mqtt,sensor,True,False
sensor.0xb4e3f9fffe1e4da0_linkquality,Linkquality,,Kids bathroom mirror switch,mqtt,sensor,True,False
sensor.1002656e12_humidity,Humidity,,NSPanel,mqtt,sensor,False,False
sensor.1002656e12_rssi,rssi,,NSPanel,mqtt,sensor,False,False
sensor.1002656e12_temperature,Temperature,,NSPanel,mqtt,sensor,False,False
sensor.aircast_cpu_percent,CPU percent,,AirCast,hassio,sensor,True,False
sensor.aircast_memory_percent,Memory percent,,AirCast,hassio,sensor,True,False
sensor.aircast_newest_version,Newest version,,AirCast,hassio,sensor,True,False
sensor.aircast_version,Version,,AirCast,hassio,sensor,True,False
sensor.ania_app_version,Ania App Version,,Ania,mobile_app,sensor,False,False
sensor.ania_audio_output,Ania Audio Output,,Ania,mobile_app,sensor,False,False
sensor.ania_battery_level,Ania Battery Level,,Ania,mobile_app,sensor,False,False
sensor.ania_battery_state,Ania Battery State,,Ania,mobile_app,sensor,False,False
sensor.ania_bssid,Ania BSSID,,Ania,mobile_app,sensor,False,False
sensor.ania_camera_stream,Ania Camera Stream,,Ania,mobile_app,sensor,False,False
sensor.ania_connection_type,Ania Connection Type,,Ania,mobile_app,sensor,False,False
sensor.ania_geocoded_location,Ania Geocoded Location,,Ania,mobile_app,sensor,False,False
sensor.ania_kiosk_brightness,Ania Kiosk Brightness,,Ania,mobile_app,sensor,False,False
sensor.ania_kiosk_volume,Ania Kiosk Volume,,Ania,mobile_app,sensor,False,False
sensor.ania_last_update_trigger,Ania Last Update Trigger,,Ania,mobile_app,sensor,False,False
sensor.ania_location_permission,Ania Location permission,,Ania,mobile_app,sensor,False,False
sensor.ania_sim_1,Ania SIM 1,,Ania,mobile_app,sensor,False,False
sensor.ania_sim_2,Ania SIM 2,,Ania,mobile_app,sensor,False,False
sensor.ania_ssid,Ania SSID,,Ania,mobile_app,sensor,False,False
sensor.ania_storage,Ania Storage,,Ania,mobile_app,sensor,False,False
sensor.appdaemon_cpu_percent,CPU percent,,AppDaemon,hassio,sensor,True,False
sensor.appdaemon_memory_percent,Memory percent,,AppDaemon,hassio,sensor,True,False
sensor.appdaemon_newest_version,Newest version,,AppDaemon,hassio,sensor,True,False
sensor.appdaemon_version,Version,,AppDaemon,hassio,sensor,True,False
sensor.atrium_ceiling_socket_current,Atrium ceiling socket Current,Garden back,Atrium ceiling socket,zha,sensor,False,False
sensor.atrium_ceiling_socket_power,Atrium ceiling socket Power,Garden back,Atrium ceiling socket,zha,sensor,False,False
sensor.atrium_ceiling_socket_summation_delivered,Atrium ceiling socket Summation delivered,Garden back,Atrium ceiling socket,zha,sensor,False,False
sensor.atrium_ceiling_socket_voltage,Atrium ceiling socket Voltage,Garden back,Atrium ceiling socket,zha,sensor,False,False
sensor.atrium_cpu_usage,CPU usage,Atrium,Atrium,reolink,sensor,True,False
sensor.atrium_day_night_state,Day night state,Atrium,Atrium,reolink,sensor,False,False
sensor.atrium_sd_0_storage,SD 0 storage,Atrium,Atrium,reolink,sensor,True,False
sensor.average_outdoor_temp_bt1_40067,Average outdoor temp (BT1) (40067),Storage Room,BA-SVM 10-200/12 E,myuplink,sensor,False,False
sensor.ba_svm_10_200_12_e_add_heat_bt63_40121,Add. heat (BT63) (40121),Storage Room,BA-SVM 10-200/12 E,myuplink,sensor,False,False
sensor.ba_svm_10_200_12_e_hot_water_offset_smart_price_adaption,Hot water offset (Smart Price Adaption) (44897),Storage Room,BA-SVM 10-200/12 E,myuplink,sensor,False,False
sensor.ba_svm_10_200_12_e_notifications,Notifications,Storage Room,BA-SVM 10-200/12 E,myuplink,sensor,False,False
sensor.ba_svm_10_200_12_e_status_2,status: (50113),Storage Room,BA-SVM 10-200/12 E,myuplink,sensor,False,False
sensor.backup_backup_manager_state,Backup Manager state,,Backup,backup,sensor,False,False
sensor.backup_last_attempted_automatic_backup,Last attempted automatic backup,,Backup,backup,sensor,False,False
sensor.backup_last_successful_automatic_backup,Last successful automatic backup,,Backup,backup,sensor,False,False
sensor.backup_next_scheduled_automatic_backup,Next scheduled automatic backup,,Backup,backup,sensor,False,False
sensor.bathroom_led_controller_lqi,LQI,Bathroom,Bathroom Led controller,zha,sensor,True,False
sensor.bathroom_led_controller_rssi,RSSI,Bathroom,Bathroom Led controller,zha,sensor,True,False
sensor.beam_led_controller_lqi_7,LQI,Living Room,Beam led controller,zha,sensor,True,False
sensor.beam_led_controller_rssi_7,RSSI,Living Room,Beam led controller,zha,sensor,True,False
sensor.bedroom_led_controller_lqi_4,LQI,Bedroom,Bedroom Led controller,zha,sensor,True,False
sensor.bedroom_led_controller_rssi_4,RSSI,Bedroom,Bedroom Led controller,zha,sensor,True,False
sensor.bedroom_presence_detector_linkquality,Linkquality,,0xa4c138307eb25674,mqtt,sensor,True,False
sensor.bt2170513121_device_id,BT2170513121 - Device ID,,BT2170513121,fusion_solar,sensor,False,False
sensor.bt2170513121_device_name,BT2170513121 - Device name,,BT2170513121,fusion_solar,sensor,False,False
sensor.bt2170513121_device_type,BT2170513121 - Device type,,BT2170513121,fusion_solar,sensor,False,False
sensor.bt2170513121_device_type_id,BT2170513121 - Device type ID,,BT2170513121,fusion_solar,sensor,False,False
sensor.bt2170513121_latitude,BT2170513121 - Latitude,,BT2170513121,fusion_solar,sensor,False,False
sensor.bt2170513121_longitude,BT2170513121 - Longitude,,BT2170513121,fusion_solar,sensor,False,False
sensor.bt2170513121_serial_number,BT2170513121 - Serial number,,BT2170513121,fusion_solar,sensor,False,False
